name,country,date,temperature_2m_max,temperature_2m_min,precipitation_sum,relative_humidity_2m_mean,et0_fao_evapotranspiration
Stratford,New Zealand,2019-01-23,22.6,12.3,3.9,80,3.95
Stratford,New Zealand,2019-01-24,19.2,9.5,0.0,73,4.43
Stratford,New Zealand,2019-01-25,20.6,10.7,0.0,77,4.36
Stratford,New Zealand,2019-01-26,21.0,11.2,0.5,80,3.47
Stratford,New Zealand,2019-01-27,23.5,18.0,0.0,86,3.76
Stratford,New Zealand,2019-01-28,24.4,16.2,0.0,83,4.28
Stratford,New Zealand,2019-01-29,27.1,18.7,0.0,79,5.08
Stratford,New Zealand,2019-01-30,25.1,17.7,1.3,85,3.89
Stratford,New Zealand,2019-01-31,26.1,15.2,0.0,81,4.76
Stratford,New Zealand,2019-02-01,23.1,13.6,0.5,77,4.0
Stratford,New Zealand,2019-02-02,20.8,14.5,0.6,68,4.19
Stratford,New Zealand,2019-02-03,22.6,13.4,0.5,79,3.84
Stratford,New Zealand,2019-02-04,23.1,14.0,1.7,78,4.17
Stratford,New Zealand,2019-02-05,24.1,14.8,0.7,79,3.93
Stratford,New Zealand,2019-02-06,20.3,11.5,8.3,73,2.78
Stratford,New Zealand,2019-02-07,17.9,12.5,0.0,66,3.19
Stratford,New Zealand,2019-02-08,20.5,12.1,0.0,74,3.87
Stratford,New Zealand,2019-02-09,21.7,12.8,0.0,69,4.53
Stratford,New Zealand,2019-02-10,23.0,13.1,0.0,66,4.7
Stratford,New Zealand,2019-02-11,24.1,14.0,0.3,71,4.85
Stratford,New Zealand,2019-02-12,23.0,14.4,0.0,78,3.88
Stratford,New Zealand,2019-02-13,24.5,13.9,0.0,82,4.67
Stratford,New Zealand,2019-02-14,24.3,12.6,0.3,77,4.39
Stratford,New Zealand,2019-02-15,21.1,12.9,0.0,73,4.52
Stratford,New Zealand,2019-02-16,20.3,11.2,0.1,71,3.81
Stratford,New Zealand,2019-02-17,22.8,11.0,0.0,73,3.97
Stratford,New Zealand,2019-02-18,20.8,11.0,0.0,75,4.23
Stratford,New Zealand,2019-02-19,24.4,13.7,0.0,76,4.4
Stratford,New Zealand,2019-02-20,21.5,13.1,6.0,82,2.18
Stratford,New Zealand,2019-02-21,20.9,17.5,17.7,93,1.39
Stratford,New Zealand,2019-02-22,18.9,14.3,13.1,88,1.91
Stratford,New Zealand,2019-02-23,17.5,10.7,7.0,77,2.79
Stratford,New Zealand,2019-02-24,15.3,9.4,6.1,80,2.73
Stratford,New Zealand,2019-02-25,14.8,7.2,0.5,68,3.04
Stratford,New Zealand,2019-02-26,17.4,8.1,0.0,78,3.54
Stratford,New Zealand,2019-02-27,18.5,10.8,1.1,75,2.85
Stratford,New Zealand,2019-02-28,14.8,7.1,0.0,65,3.54
Stratford,New Zealand,2019-03-01,16.6,9.7,0.0,68,3.92
Stratford,New Zealand,2019-03-02,18.3,11.0,0.0,77,3.6
Stratford,New Zealand,2019-03-03,20.9,10.2,0.0,59,4.32
Stratford,New Zealand,2019-03-04,21.5,8.5,0.0,75,3.95
Stratford,New Zealand,2019-03-05,19.9,13.8,0.3,83,2.53
Stratford,New Zealand,2019-03-06,20.1,12.9,1.2,85,2.37
Stratford,New Zealand,2019-03-07,19.7,15.8,38.1,88,2.38
Stratford,New Zealand,2019-03-08,16.8,11.8,10.5,90,1.23
Stratford,New Zealand,2019-03-09,18.1,11.9,0.6,86,2.44
Stratford,New Zealand,2019-03-10,18.6,13.2,0.5,85,2.33
Stratford,New Zealand,2019-03-11,19.5,13.3,0.3,88,1.81
Stratford,New Zealand,2019-03-12,21.1,16.0,9.2,90,2.04
Stratford,New Zealand,2019-03-13,21.2,17.4,5.3,91,1.72
Stratford,New Zealand,2019-03-14,21.5,16.1,11.3,92,2.45
Stratford,New Zealand,2019-03-15,21.1,15.4,0.0,85,2.65
Stratford,New Zealand,2019-03-16,21.2,14.7,0.2,88,2.97
Stratford,New Zealand,2019-03-17,22.3,16.6,0.8,81,2.84
Stratford,New Zealand,2019-03-18,21.7,13.4,0.9,81,2.73
Stratford,New Zealand,2019-03-19,20.1,13.3,0.0,84,2.68
Stratford,New Zealand,2019-03-20,20.9,12.2,0.1,86,2.9
Stratford,New Zealand,2019-03-21,20.8,12.4,0.8,80,2.62
Stratford,New Zealand,2019-03-22,21.9,13.8,0.6,78,2.7
Stratford,New Zealand,2019-03-23,19.4,12.3,0.0,84,2.57
Stratford,New Zealand,2019-03-24,20.5,12.6,1.0,87,2.29
Stratford,New Zealand,2019-03-25,19.5,16.1,2.6,89,2.01
Stratford,New Zealand,2019-03-26,19.1,16.6,5.8,88,1.84
Stratford,New Zealand,2019-03-27,18.4,11.4,31.9,91,1.42
Stratford,New Zealand,2019-03-28,19.6,13.9,1.8,80,2.03
Stratford,New Zealand,2019-03-29,19.7,13.8,0.7,80,2.36
Stratford,New Zealand,2019-03-30,20.3,13.5,0.9,81,2.28
Stratford,New Zealand,2019-03-31,20.2,16.2,29.8,89,1.94
Stratford,New Zealand,2019-04-01,18.4,12.2,21.9,86,1.34
Stratford,New Zealand,2019-04-02,15.4,8.5,0.0,75,2.55
Stratford,New Zealand,2019-04-03,14.3,7.5,0.0,76,2.49
Stratford,New Zealand,2019-04-04,14.9,7.8,0.0,80,2.03
Stratford,New Zealand,2019-04-05,15.0,8.5,1.7,86,1.56
Stratford,New Zealand,2019-04-06,12.0,6.2,1.5,87,1.17
Stratford,New Zealand,2019-04-07,14.0,8.1,1.1,85,1.58
Stratford,New Zealand,2019-04-08,16.2,8.5,1.2,85,1.73
Stratford,New Zealand,2019-04-09,18.4,10.6,0.0,83,2.11
Stratford,New Zealand,2019-04-10,18.0,14.0,17.6,87,1.56
Stratford,New Zealand,2019-04-11,15.0,11.1,17.8,89,0.99
Stratford,New Zealand,2019-04-12,13.6,8.0,1.2,78,1.83
Stratford,New Zealand,2019-04-13,14.5,7.7,0.0,77,1.71
Stratford,New Zealand,2019-04-14,14.7,7.7,0.0,83,1.92
Stratford,New Zealand,2019-04-15,13.0,7.2,0.1,82,1.82
Stratford,New Zealand,2019-04-16,13.4,5.8,0.3,84,1.67
Stratford,New Zealand,2019-04-17,14.0,5.0,0.0,85,1.95
Stratford,New Zealand,2019-04-18,15.1,7.7,0.0,77,2.2
Stratford,New Zealand,2019-04-19,17.0,5.9,0.0,87,1.97
Stratford,New Zealand,2019-04-20,16.2,11.4,3.0,85,1.43
Stratford,New Zealand,2019-04-21,14.4,11.2,76.6,93,0.72
Stratford,New Zealand,2019-04-22,14.7,9.4,0.9,81,1.3
Stratford,New Zealand,2019-04-23,15.3,11.0,0.0,91,1.52
Stratford,New Zealand,2019-04-24,15.4,11.7,0.1,95,1.26
Stratford,New Zealand,2019-04-25,17.7,9.3,0.1,89,1.23
Stratford,New Zealand,2019-04-26,18.1,9.0,0.1,87,1.84
Stratford,New Zealand,2019-04-27,16.8,12.1,11.0,89,1.32
Stratford,New Zealand,2019-04-28,16.4,11.3,13.0,76,1.96
Stratford,New Zealand,2019-04-29,13.4,7.9,0.8,79,1.57
Stratford,New Zealand,2019-04-30,11.7,7.0,0.4,78,1.54
Stratford,New Zealand,2019-05-01,14.3,7.6,0.0,83,1.47
Stratford,New Zealand,2019-05-02,16.0,7.8,0.0,81,1.57
Stratford,New Zealand,2019-05-03,16.3,9.0,0.1,92,1.3
Stratford,New Zealand,2019-05-04,15.6,8.9,0.0,85,1.41
Stratford,New Zealand,2019-05-05,16.8,11.1,0.1,85,1.43
Stratford,New Zealand,2019-05-06,15.0,8.2,0.0,85,1.25
Stratford,New Zealand,2019-05-07,16.0,9.3,0.0,88,1.29
Stratford,New Zealand,2019-05-08,15.6,11.4,0.0,89,1.3
Stratford,New Zealand,2019-05-09,16.8,13.0,18.3,88,1.32
Stratford,New Zealand,2019-05-10,17.8,9.8,0.0,87,1.33
Stratford,New Zealand,2019-05-11,16.4,12.1,2.4,90,0.97
Stratford,New Zealand,2019-05-12,15.7,9.8,33.5,89,0.97
Stratford,New Zealand,2019-05-13,12.7,7.8,0.0,79,1.15
Stratford,New Zealand,2019-05-14,14.5,8.0,0.4,78,1.36
Stratford,New Zealand,2019-05-15,15.2,9.5,0.4,82,1.33
Stratford,New Zealand,2019-05-16,14.0,7.3,0.9,80,1.46
Stratford,New Zealand,2019-05-17,13.2,6.5,0.1,80,1.0
Stratford,New Zealand,2019-05-18,14.0,8.9,0.8,84,1.06
Stratford,New Zealand,2019-05-19,14.0,8.2,0.0,81,1.27
Stratford,New Zealand,2019-05-20,13.9,5.7,0.0,85,0.96
Stratford,New Zealand,2019-05-21,14.2,5.9,0.0,85,1.07
Stratford,New Zealand,2019-05-22,14.3,7.5,0.0,84,1.02
Stratford,New Zealand,2019-05-23,15.3,8.2,0.5,89,0.82
Stratford,New Zealand,2019-05-24,14.8,5.4,0.0,81,1.14
Stratford,New Zealand,2019-05-25,14.6,5.3,0.0,85,1.28
Stratford,New Zealand,2019-05-26,15.4,9.0,0.0,89,1.03
Stratford,New Zealand,2019-05-27,13.9,11.6,5.6,95,0.58
Stratford,New Zealand,2019-05-28,15.5,10.7,9.7,85,1.14
Stratford,New Zealand,2019-05-29,15.2,11.1,2.0,84,1.32
Stratford,New Zealand,2019-05-30,14.9,11.4,14.7,89,0.93
Stratford,New Zealand,2019-05-31,13.1,7.4,1.9,78,1.31
Stratford,New Zealand,2019-06-01,9.0,6.2,5.1,78,1.21
Stratford,New Zealand,2019-06-02,9.6,3.4,0.0,74,1.1
Stratford,New Zealand,2019-06-03,12.4,5.4,0.1,82,1.1
Stratford,New Zealand,2019-06-04,12.9,7.0,6.5,88,0.79
Stratford,New Zealand,2019-06-05,12.6,4.8,33.2,89,0.64
Stratford,New Zealand,2019-06-06,11.6,7.5,3.5,82,0.91
Stratford,New Zealand,2019-06-07,12.2,6.2,0.1,77,1.59
Stratford,New Zealand,2019-06-08,12.7,6.1,0.1,80,1.0
Stratford,New Zealand,2019-06-09,12.7,6.3,0.0,85,0.84
Stratford,New Zealand,2019-06-10,13.5,7.7,0.0,90,0.62
Stratford,New Zealand,2019-06-11,13.6,9.7,4.5,92,0.71
Stratford,New Zealand,2019-06-12,11.7,8.9,10.3,95,0.44
Stratford,New Zealand,2019-06-13,12.9,9.1,1.7,96,0.59
Stratford,New Zealand,2019-06-14,14.9,10.2,0.5,93,0.84
Stratford,New Zealand,2019-06-15,13.2,7.4,0.7,86,0.96
Stratford,New Zealand,2019-06-16,12.6,5.5,0.2,82,0.94
Stratford,New Zealand,2019-06-17,10.3,3.8,0.5,79,1.0
Stratford,New Zealand,2019-06-18,10.3,1.9,0.0,79,1.04
Stratford,New Zealand,2019-06-19,9.1,1.5,0.0,79,1.04
Stratford,New Zealand,2019-06-20,12.3,8.5,19.3,88,1.07
Stratford,New Zealand,2019-06-21,13.8,6.1,0.3,84,0.98
Stratford,New Zealand,2019-06-22,11.8,5.3,3.2,80,0.88
Stratford,New Zealand,2019-06-23,9.1,5.3,7.8,92,0.51
Stratford,New Zealand,2019-06-24,9.9,3.3,0.0,85,0.95
Stratford,New Zealand,2019-06-25,9.8,2.8,0.0,80,0.95
Stratford,New Zealand,2019-06-26,9.9,2.2,0.0,82,1.0
Stratford,New Zealand,2019-06-27,9.9,3.9,0.0,73,1.07
Stratford,New Zealand,2019-06-28,10.5,1.7,0.0,82,0.97
Stratford,New Zealand,2019-06-29,10.6,3.9,0.0,87,0.87
Stratford,New Zealand,2019-06-30,10.7,3.0,0.0,81,0.8
Stratford,New Zealand,2019-07-01,12.4,7.9,0.2,87,1.0
Stratford,New Zealand,2019-07-02,13.2,10.4,17.3,89,0.91
Stratford,New Zealand,2019-07-03,14.2,10.7,56.5,95,0.33
Stratford,New Zealand,2019-07-04,10.6,6.5,5.2,88,0.58
Stratford,New Zealand,2019-07-05,8.7,3.7,1.7,79,0.82
Stratford,New Zealand,2019-07-06,9.7,3.6,0.8,85,0.94
Stratford,New Zealand,2019-07-07,10.9,5.8,0.0,81,1.11
Stratford,New Zealand,2019-07-08,10.5,5.2,0.1,86,0.85
Stratford,New Zealand,2019-07-09,12.4,4.6,0.0,87,0.9
Stratford,New Zealand,2019-07-10,12.0,6.8,8.3,91,0.78
Stratford,New Zealand,2019-07-11,12.1,8.0,1.5,92,0.65
Stratford,New Zealand,2019-07-12,13.1,7.6,9.5,91,0.51
Stratford,New Zealand,2019-07-13,14.2,11.1,23.1,89,1.04
Stratford,New Zealand,2019-07-14,11.1,5.8,1.7,84,0.69
Stratford,New Zealand,2019-07-15,11.3,8.9,35.3,84,1.32
Stratford,New Zealand,2019-07-16,11.6,7.2,1.7,82,1.07
Stratford,New Zealand,2019-07-17,11.0,4.6,0.2,82,1.03
Stratford,New Zealand,2019-07-18,11.9,8.5,4.4,87,0.97
Stratford,New Zealand,2019-07-19,11.2,7.5,10.2,93,0.47
Stratford,New Zealand,2019-07-20,11.3,5.3,0.1,87,0.87
Stratford,New Zealand,2019-07-21,10.9,5.6,4.0,92,0.75
Stratford,New Zealand,2019-07-22,12.1,6.4,0.0,91,0.99
Stratford,New Zealand,2019-07-23,11.3,5.3,0.0,90,0.98
Stratford,New Zealand,2019-07-24,12.1,5.8,0.0,86,1.07
Stratford,New Zealand,2019-07-25,12.0,6.9,0.2,86,1.02
Stratford,New Zealand,2019-07-26,13.1,7.4,0.2,85,1.09
Stratford,New Zealand,2019-07-27,13.4,6.4,0.0,82,1.27
Stratford,New Zealand,2019-07-28,12.0,6.4,0.0,86,1.07
Stratford,New Zealand,2019-07-29,13.1,8.1,6.7,88,1.08
Stratford,New Zealand,2019-07-30,12.4,4.8,0.2,83,1.02
Stratford,New Zealand,2019-07-31,8.4,3.6,10.2,82,1.0
Stratford,New Zealand,2019-08-01,10.6,4.7,0.3,75,1.38
Stratford,New Zealand,2019-08-02,10.9,6.7,3.9,77,1.53
Stratford,New Zealand,2019-08-03,10.4,7.2,3.8,81,1.26
Stratford,New Zealand,2019-08-04,10.3,3.9,1.6,77,1.55
Stratford,New Zealand,2019-08-05,9.4,6.3,0.9,77,1.35
Stratford,New Zealand,2019-08-06,11.0,4.5,0.0,84,1.01
Stratford,New Zealand,2019-08-07,12.0,6.0,20.0,88,1.02
Stratford,New Zealand,2019-08-08,12.0,8.9,9.3,91,0.87
Stratford,New Zealand,2019-08-09,12.5,7.8,1.7,90,0.83
Stratford,New Zealand,2019-08-10,12.1,10.2,3.3,87,0.99
Stratford,New Zealand,2019-08-11,11.6,6.9,5.4,89,0.61
Stratford,New Zealand,2019-08-12,10.8,7.7,1.1,86,0.93
Stratford,New Zealand,2019-08-13,10.5,7.2,0.2,79,1.43
Stratford,New Zealand,2019-08-14,11.2,4.3,0.1,82,1.29
Stratford,New Zealand,2019-08-15,11.0,5.5,0.5,83,1.11
Stratford,New Zealand,2019-08-16,11.8,6.6,0.4,83,1.06
Stratford,New Zealand,2019-08-17,11.2,3.1,8.4,86,0.88
Stratford,New Zealand,2019-08-18,7.3,-0.9,0.0,72,1.53
Stratford,New Zealand,2019-08-19,9.4,4.1,0.0,75,1.75
Stratford,New Zealand,2019-08-20,10.2,7.9,10.7,86,1.24
Stratford,New Zealand,2019-08-21,10.7,8.1,4.0,83,1.41
Stratford,New Zealand,2019-08-22,11.0,7.3,12.4,85,0.99
Stratford,New Zealand,2019-08-23,9.9,5.6,9.7,86,1.01
Stratford,New Zealand,2019-08-24,11.8,7.1,0.0,81,1.72
Stratford,New Zealand,2019-08-25,12.8,7.5,1.6,81,1.57
Stratford,New Zealand,2019-08-26,11.5,6.5,0.3,79,1.64
Stratford,New Zealand,2019-08-27,11.7,6.4,0.0,81,1.61
Stratford,New Zealand,2019-08-28,12.3,4.1,0.0,84,1.56
Stratford,New Zealand,2019-08-29,12.2,6.0,0.3,86,1.4
Stratford,New Zealand,2019-08-30,12.4,5.4,3.6,84,1.18
Stratford,New Zealand,2019-08-31,12.1,3.2,0.0,69,1.93
Stratford,New Zealand,2019-09-01,12.5,5.7,0.2,86,1.6
Stratford,New Zealand,2019-09-02,12.4,5.1,0.0,88,1.18
Stratford,New Zealand,2019-09-03,14.1,8.9,12.3,84,0.82
Stratford,New Zealand,2019-09-04,15.2,10.4,17.4,92,1.0
Stratford,New Zealand,2019-09-05,15.2,8.7,6.5,88,1.37
Stratford,New Zealand,2019-09-06,9.5,5.6,9.6,87,1.09
Stratford,New Zealand,2019-09-07,11.9,4.1,7.3,87,1.4
Stratford,New Zealand,2019-09-08,12.3,4.2,6.0,91,0.99
Stratford,New Zealand,2019-09-09,10.1,4.6,11.5,84,0.95
Stratford,New Zealand,2019-09-10,10.8,4.9,1.1,84,1.08
Stratford,New Zealand,2019-09-11,12.0,5.0,0.0,80,1.74
Stratford,New Zealand,2019-09-12,13.5,5.8,0.0,84,1.93
Stratford,New Zealand,2019-09-13,13.6,10.0,1.0,87,1.55
Stratford,New Zealand,2019-09-14,12.1,7.3,8.1,83,1.51
Stratford,New Zealand,2019-09-15,12.8,4.8,0.0,79,2.07
Stratford,New Zealand,2019-09-16,14.5,10.6,3.6,82,1.98
Stratford,New Zealand,2019-09-17,14.8,5.5,0.1,76,2.44
Stratford,New Zealand,2019-09-18,13.2,3.2,0.0,81,2.19
Stratford,New Zealand,2019-09-19,13.4,2.9,0.0,81,2.32
Stratford,New Zealand,2019-09-20,12.8,3.5,0.0,82,2.3
Stratford,New Zealand,2019-09-21,12.8,4.5,0.0,83,2.33
Stratford,New Zealand,2019-09-22,15.2,4.0,0.0,81,2.47
Stratford,New Zealand,2019-09-23,13.9,7.4,28.2,85,1.49
Stratford,New Zealand,2019-09-24,10.0,6.9,5.1,79,1.55
Stratford,New Zealand,2019-09-25,11.0,4.5,1.1,74,2.08
Stratford,New Zealand,2019-09-26,11.6,8.1,1.4,77,2.14
Stratford,New Zealand,2019-09-27,13.2,7.5,0.4,84,2.02
Stratford,New Zealand,2019-09-28,14.9,6.7,0.0,83,2.28
Stratford,New Zealand,2019-09-29,14.6,10.1,5.5,91,1.42
Stratford,New Zealand,2019-09-30,13.2,4.5,3.4,86,1.2
Stratford,New Zealand,2019-10-01,10.7,4.8,8.3,86,1.41
Stratford,New Zealand,2019-10-02,10.0,3.2,5.5,82,1.51
Stratford,New Zealand,2019-10-03,11.2,2.6,1.2,82,1.59
Stratford,New Zealand,2019-10-04,14.5,7.7,0.0,81,2.25
Stratford,New Zealand,2019-10-05,14.8,4.5,4.4,85,2.19
Stratford,New Zealand,2019-10-06,13.9,7.4,0.2,80,2.08
Stratford,New Zealand,2019-10-07,14.2,7.3,1.2,88,1.64
Stratford,New Zealand,2019-10-08,15.5,9.7,1.0,86,2.1
Stratford,New Zealand,2019-10-09,15.8,10.3,11.0,90,1.99
Stratford,New Zealand,2019-10-10,14.9,12.3,14.8,92,1.51
Stratford,New Zealand,2019-10-11,15.5,6.1,0.5,81,2.76
Stratford,New Zealand,2019-10-12,14.0,7.9,1.0,85,2.22
Stratford,New Zealand,2019-10-13,14.5,6.7,0.4,84,1.95
Stratford,New Zealand,2019-10-14,14.0,8.2,17.1,85,1.44
Stratford,New Zealand,2019-10-15,13.0,9.6,4.7,91,1.42
Stratford,New Zealand,2019-10-16,14.7,9.7,0.6,83,1.99
Stratford,New Zealand,2019-10-17,14.6,11.3,3.3,86,1.61
Stratford,New Zealand,2019-10-18,13.9,11.8,31.5,89,1.49
Stratford,New Zealand,2019-10-19,15.2,7.6,0.9,83,2.2
Stratford,New Zealand,2019-10-20,15.4,7.8,0.6,78,2.94
Stratford,New Zealand,2019-10-21,13.3,8.0,1.5,79,2.54
Stratford,New Zealand,2019-10-22,13.3,6.2,6.3,77,2.31
Stratford,New Zealand,2019-10-23,12.2,5.0,2.4,78,1.88
Stratford,New Zealand,2019-10-24,12.5,7.8,0.4,73,2.69
Stratford,New Zealand,2019-10-25,15.5,7.6,0.0,78,2.74
Stratford,New Zealand,2019-10-26,18.3,6.9,0.0,78,3.93
Stratford,New Zealand,2019-10-27,17.3,12.6,4.1,87,2.72
Stratford,New Zealand,2019-10-28,16.0,8.1,0.1,80,2.94
Stratford,New Zealand,2019-10-29,12.9,6.5,0.3,75,2.82
Stratford,New Zealand,2019-10-30,13.8,7.8,1.2,80,2.75
Stratford,New Zealand,2019-10-31,15.3,8.7,0.6,72,3.65
Stratford,New Zealand,2019-11-01,14.8,8.4,0.0,82,2.72
Stratford,New Zealand,2019-11-02,21.4,8.0,0.0,78,4.13
Stratford,New Zealand,2019-11-03,22.5,8.8,0.0,77,4.64
Stratford,New Zealand,2019-11-04,21.5,9.0,0.2,86,4.67
Stratford,New Zealand,2019-11-05,19.7,9.8,0.0,76,4.07
Stratford,New Zealand,2019-11-06,18.1,13.3,0.0,73,2.99
Stratford,New Zealand,2019-11-07,19.2,13.5,0.9,85,3.21
Stratford,New Zealand,2019-11-08,17.9,13.6,4.5,92,2.33
Stratford,New Zealand,2019-11-09,18.0,14.1,19.9,88,2.17
Stratford,New Zealand,2019-11-10,17.1,11.1,9.9,87,2.13
Stratford,New Zealand,2019-11-11,14.6,8.4,0.0,71,3.83
Stratford,New Zealand,2019-11-12,14.1,5.5,0.0,76,3.48
Stratford,New Zealand,2019-11-13,14.4,12.3,16.9,81,2.91
Stratford,New Zealand,2019-11-14,14.8,9.9,3.5,78,2.91
Stratford,New Zealand,2019-11-15,16.8,10.0,0.2,76,3.35
Stratford,New Zealand,2019-11-16,17.5,13.6,6.1,88,2.23
Stratford,New Zealand,2019-11-17,15.7,12.0,14.4,92,1.15
Stratford,New Zealand,2019-11-18,13.4,4.8,2.2,80,2.24
Stratford,New Zealand,2019-11-19,14.4,9.8,1.6,76,3.08
Stratford,New Zealand,2019-11-20,14.9,8.4,0.0,74,3.93
Stratford,New Zealand,2019-11-21,16.6,7.5,0.0,76,4.11
Stratford,New Zealand,2019-11-22,21.2,8.6,0.0,72,4.62
Stratford,New Zealand,2019-11-23,22.6,10.9,0.0,69,5.22
Stratford,New Zealand,2019-11-24,22.4,12.1,0.0,81,4.34
Stratford,New Zealand,2019-11-25,19.7,9.4,0.0,74,4.41
Stratford,New Zealand,2019-11-26,20.3,9.7,0.0,68,4.91
Stratford,New Zealand,2019-11-27,18.7,13.3,0.0,83,3.91
Stratford,New Zealand,2019-11-28,19.2,12.4,0.0,85,3.4
Stratford,New Zealand,2019-11-29,20.2,13.2,0.4,85,3.49
Stratford,New Zealand,2019-11-30,20.5,14.1,3.7,86,3.09
Stratford,New Zealand,2019-12-01,18.0,14.7,8.6,89,2.16
Stratford,New Zealand,2019-12-02,17.1,15.5,9.1,90,1.58
Stratford,New Zealand,2019-12-03,17.5,12.1,14.5,82,2.64
Stratford,New Zealand,2019-12-04,17.8,14.1,1.8,81,3.56
Stratford,New Zealand,2019-12-05,18.1,8.7,1.1,82,3.28
Stratford,New Zealand,2019-12-06,18.3,14.7,0.9,85,3.63
Stratford,New Zealand,2019-12-07,19.5,15.0,40.0,94,1.81
Stratford,New Zealand,2019-12-08,17.5,9.2,14.1,88,2.04
Stratford,New Zealand,2019-12-09,15.8,8.4,0.0,76,3.99
Stratford,New Zealand,2019-12-10,17.4,10.1,0.0,69,4.88
Stratford,New Zealand,2019-12-11,19.8,12.0,0.0,69,5.06
Stratford,New Zealand,2019-12-12,21.2,11.9,0.0,82,4.19
Stratford,New Zealand,2019-12-13,19.8,12.3,0.8,78,4.15
Stratford,New Zealand,2019-12-14,18.6,8.8,0.1,75,4.03
Stratford,New Zealand,2019-12-15,18.1,14.3,1.8,85,2.71
Stratford,New Zealand,2019-12-16,18.8,15.5,33.8,94,1.96
Stratford,New Zealand,2019-12-17,16.9,10.7,30.2,91,1.17
Stratford,New Zealand,2019-12-18,15.9,7.3,4.4,76,3.29
Stratford,New Zealand,2019-12-19,17.2,12.8,14.5,76,3.86
Stratford,New Zealand,2019-12-20,15.8,7.8,0.1,78,3.63
Stratford,New Zealand,2019-12-21,16.2,8.6,0.0,77,4.05
Stratford,New Zealand,2019-12-22,18.0,10.7,0.0,74,4.59
Stratford,New Zealand,2019-12-23,19.0,12.2,1.9,90,2.72
Stratford,New Zealand,2019-12-24,16.8,12.8,0.2,88,2.11
Stratford,New Zealand,2019-12-25,17.7,12.2,0.0,86,3.15
Stratford,New Zealand,2019-12-26,17.5,9.5,0.0,81,3.8
Stratford,New Zealand,2019-12-27,17.9,10.3,0.7,73,3.78
Stratford,New Zealand,2019-12-28,15.3,9.1,0.0,73,3.91
Stratford,New Zealand,2019-12-29,19.6,9.2,0.7,77,4.15
Stratford,New Zealand,2019-12-30,20.1,10.6,0.0,82,4.7
Stratford,New Zealand,2019-12-31,21.3,11.1,0.0,85,4.24
Stratford,New Zealand,2020-01-01,22.5,10.0,0.0,81,5.4
Stratford,New Zealand,2020-01-02,23.1,12.2,0.4,76,5.39
Stratford,New Zealand,2020-01-03,17.8,11.3,0.0,71,4.59
Stratford,New Zealand,2020-01-04,16.1,9.8,0.0,73,3.58
Stratford,New Zealand,2020-01-05,18.0,11.1,2.9,76,3.35
Stratford,New Zealand,2020-01-06,14.6,10.5,0.0,70,3.87
Stratford,New Zealand,2020-01-07,15.5,7.8,0.0,76,3.72
Stratford,New Zealand,2020-01-08,16.5,9.1,0.0,74,3.04
Stratford,New Zealand,2020-01-09,17.1,11.5,0.0,76,3.94
Stratford,New Zealand,2020-01-10,18.7,8.7,0.0,68,4.66
Stratford,New Zealand,2020-01-11,20.6,10.9,0.0,78,4.81
Stratford,New Zealand,2020-01-12,18.7,14.0,2.1,87,3.28
Stratford,New Zealand,2020-01-13,16.1,9.4,11.3,84,2.15
Stratford,New Zealand,2020-01-14,18.3,7.6,0.0,72,4.21
Stratford,New Zealand,2020-01-15,17.2,9.0,0.0,75,4.42
Stratford,New Zealand,2020-01-16,18.2,9.3,0.0,74,4.63
Stratford,New Zealand,2020-01-17,19.2,8.9,0.0,75,4.65
Stratford,New Zealand,2020-01-18,19.7,11.9,0.0,83,3.77
Stratford,New Zealand,2020-01-19,20.4,14.3,0.3,83,3.81
Stratford,New Zealand,2020-01-20,21.9,13.1,0.0,79,4.93
Stratford,New Zealand,2020-01-21,22.0,14.2,0.3,83,4.54
Stratford,New Zealand,2020-01-22,23.1,11.9,0.5,78,4.21
Stratford,New Zealand,2020-01-23,24.1,16.3,3.8,82,4.41
Stratford,New Zealand,2020-01-24,23.3,10.6,0.0,76,4.67
Stratford,New Zealand,2020-01-25,23.6,15.2,0.0,74,4.97
Stratford,New Zealand,2020-01-26,25.3,16.3,0.0,77,5.14
Stratford,New Zealand,2020-01-27,24.9,14.0,0.0,74,4.55
Stratford,New Zealand,2020-01-28,23.9,15.9,0.6,82,2.95
Stratford,New Zealand,2020-01-29,21.9,15.6,0.7,79,3.26
Stratford,New Zealand,2020-01-30,23.7,11.7,0.0,69,5.23
Stratford,New Zealand,2020-01-31,23.9,14.5,0.0,75,5.15
Stratford,New Zealand,2020-02-01,25.9,13.5,0.0,71,5.03
Stratford,New Zealand,2020-02-02,24.1,14.6,0.0,79,4.68
Stratford,New Zealand,2020-02-03,25.7,17.9,0.0,78,4.52
Stratford,New Zealand,2020-02-04,22.5,12.4,5.5,78,3.26
Stratford,New Zealand,2020-02-05,18.0,9.2,0.0,70,3.68
Stratford,New Zealand,2020-02-06,19.7,12.4,0.0,73,4.23
Stratford,New Zealand,2020-02-07,21.7,9.1,0.0,77,4.28
Stratford,New Zealand,2020-02-08,18.3,11.1,0.2,77,3.79
Stratford,New Zealand,2020-02-09,18.9,8.7,0.0,71,3.8
Stratford,New Zealand,2020-02-10,21.3,9.9,0.0,80,4.6
Stratford,New Zealand,2020-02-11,22.8,11.5,0.0,79,4.74
Stratford,New Zealand,2020-02-12,24.1,12.4,0.0,72,4.89
Stratford,New Zealand,2020-02-13,23.0,13.1,0.0,76,4.61
